eng,zh-cn,zh-tw,Source,Duplicated
Jiangyang Commandery Renegades,江阳豪强乱军,江陽郡叛黨,Vanilla,False
Jiangyang Separatist Renegades,江阳叛党乱军,江陽獨立勢力叛黨,Vanilla,False
Jiangyang Separatists,江阳叛党,江陽獨立勢力,Vanilla,False
Jiangyang Separatists Renegades,江阳叛党乱军,江陽獨立勢力叛黨,Vanilla,False
Jiangyang Tribes,江阳部族,江陽部族,Vanilla,False
Jiangyang Tribes Renegades,江阳部族乱军,江陽部族叛黨,Vanilla,False
Jiangyang Tribes Separatists,江阳部族叛党,江陽部族獨立勢力,Vanilla,False
Jiangyang Tribes Separatists Renegades,江阳部族叛党乱军,江陽部族獨立勢力叛黨,Vanilla,False
Jianning Commandery,建宁豪强,建寧郡,Vanilla,False
Jianning Commandery Renegades,建宁豪强乱军,建寧郡叛黨,Vanilla,False
Jianning Commandery Separatists,建宁豪强叛党,建寧郡獨立勢力,Vanilla,False
Jianning Commandery Separatists Renegades,建宁豪强叛党乱军,建寧郡獨立勢力叛黨,Vanilla,False
Jianning Separatist Renegades,建宁叛党乱军,建寧獨立勢力叛黨,Vanilla,False
Jianning Separatists,建宁叛党,建寧獨立勢力,Vanilla,False
Jianning Tribes,建宁部族,建寧部族,Vanilla,False
Jianning Tribes Renegades,建宁部族乱军,建寧部族叛黨,Vanilla,False
Jianning Tribes Separatists,建宁部族叛党,建寧部族獨立勢力,Vanilla,False
Jianning Tribes Separatists Renegades,建宁部族叛党乱军,建寧部族獨立勢力叛黨,Vanilla,False
Jianwei,犍为,犍為,Vanilla,False
Jianwei Separatists,犍为叛党,犍為獨立勢力,Vanilla,False
Jiaozhi,交趾,交趾,Vanilla,False
Jiaozhi Commandery,交趾豪强,交趾郡,Vanilla,False
Jiaozhi Commandery Renegades,交趾豪强乱军,交趾郡叛黨,Vanilla,False
Jiaozhi Commandery Separatists,交趾豪强叛党,交趾郡獨立勢力,Vanilla,False
Jiaozhi Commandery Separatists Renegades,交趾豪强叛党乱军,交趾郡獨立勢力叛黨,Vanilla,False
Jiaozhi Separatist Renegades,交趾叛党乱军,交趾獨立勢力叛黨,Vanilla,False
Jiaozhi Separatists,交趾叛党,交趾獨立勢力,Vanilla,False
Jiaozhi Tribes,交趾部族,交趾部族,Vanilla,False
Jiaozhi Tribes Renegades,交趾部族乱军,交趾部族叛黨,Vanilla,False
Jiaozhi Tribes Separatists,交趾部族叛党,交趾部族獨立勢力,Vanilla,False
Jiaozhi Tribes Separatists Renegades,交趾部族叛党乱军,交趾部族獨立勢力叛黨,Vanilla,False
Jiazi Raiders,甲子劫匪,甲子劫匪,Vanilla,False
Jin Empire,晋帝国,大晉,Vanilla,False
Jin Empire Renegades,晋帝国乱军,大晉叛黨,Vanilla,False
Jin Empire Separatist Renegades,晋帝国叛党乱军,大晉獨立勢力叛黨,Vanilla,False
Jin Empire Separatists,晋帝国叛党,大晉獨立勢力,Vanilla,False
Jincheng,金城,金城,Vanilla,False
Jincheng Commandery,金城豪强,金城郡,Vanilla,False
Jincheng Commandery Renegades,金城豪强乱军,金城郡叛黨,Vanilla,False
Jincheng Separatist Renegades,金城叛党乱军,金城獨立勢力叛黨,Vanilla,False
Jincheng Separatists,金城叛党,金城獨立勢力,Vanilla,False
Jincheng Separatists Renegades,金城叛党乱军,金城獨立勢力叛黨,Vanilla,False
Jingzhao,京兆,京兆,Vanilla,False
Jingzhao Commandery,京兆豪强,京兆郡,Vanilla,False
Jingzhao Commandery Renegades,京兆豪强乱军,京兆郡叛黨,Vanilla,False
Jingzhao Separatist Renegades,京兆叛党乱军,京兆獨立勢力叛黨,Vanilla,False
Jingzhao Separatists,京兆叛党,京兆獨立勢力,Vanilla,False
Jinhuansanjie,金环三结,金環三結,Vanilla,False
Jinhuansanjie Renegades,金环三结乱军,金環三結叛黨,Vanilla,False
Jinhuansanjie Separatists,金环三结叛党,金環三結獨立勢力,Vanilla,False
Jinhuansanjie Separatists Renegades,金环三结叛党乱军,金環三結獨立勢力叛黨,Vanilla,False
Jiuzhen,九真,九真,Vanilla,False
Jiuzhen Commandery,九真郡国,九真郡,Vanilla,False
Jiuzhen Commandery Renegades,九真郡国乱军,九真郡叛黨,Vanilla,False
Jiuzhen Commandery Separatists,九真郡国叛党,九真郡獨立勢力,Vanilla,False
Jiuzhen Commandery Separatists Renegades,九真郡国叛党乱军,九真郡獨立勢力叛黨,Vanilla,False
Jiuzhen Separatists,九真叛党,九真獨立勢力,Vanilla,False
Juggernaut,木兽,火獸車,Vanilla,False
King Duosi,朵思大王,朵思大王,Vanilla,False
King Duosi Renegades,朵思大王乱军,朵思大王叛黨,Vanilla,False
King Duosi Separatists,朵思大王叛党,朵思大王獨立勢力,Vanilla,False
King Duosi Separatists Renegades,朵思大王叛党乱军,朵思大王獨立勢力叛黨,Vanilla,False
King Duosi [[img:unit_elephant]][[/img]],朵思大王[[img:unit_elephant]][[/img]],朵思大王[[img:unit_elephant]][[/img]],Lookup,False
King Meng Huo,孟获大王,孟獲大王,Vanilla,False
King Meng Huo [[img:unit_elephant]][[/img]],孟获大王[[img:unit_elephant]][[/img]],孟獲大王[[img:unit_elephant]][[/img]],Lookup,False
King Mulu,木鹿大王,木鹿大王,Vanilla,False
King Mulu Renegades,木鹿大王乱军,木鹿大王叛黨,Vanilla,False
King Mulu Separatists,木鹿大王叛党,木鹿大王獨立勢力,Vanilla,False
King Mulu Separatists Renegades,木鹿大王叛党乱军,木鹿大王獨立勢力叛黨,Vanilla,False
King Mulu [[img:unit_elephant]][[/img]],木鹿大王[[img:unit_elephant]][[/img]],木鹿大王[[img:unit_elephant]][[/img]],Lookup,False
King Shamoke,沙摩柯大王,沙摩柯大王,Vanilla,False
King Shamoke Renegades,沙摩柯大王乱军,沙摩柯大王叛黨,Vanilla,False
King Shamoke Separatists,沙摩柯大王叛党,沙摩柯大王獨立勢力,Vanilla,False
King Shamoke Separatists Renegades,沙摩柯大王叛党乱军,沙摩柯大王獨立勢力叛黨,Vanilla,False
King Shamoke [[img:unit_elephant]][[/img]],沙摩柯大王[[img:unit_elephant]][[/img]],沙摩柯大王[[img:unit_elephant]][[/img]],Lookup,False
King Wutugu,兀突骨大王,兀突骨大王,Vanilla,False
King Wutugu Renegades,兀突骨大王乱军,兀突骨大王叛黨,Vanilla,False
King Wutugu Separatists,兀突骨大王叛党,兀突骨大王獨立勢力,Vanilla,False
King Wutugu Separatists Renegades,兀突骨大王叛党乱军,兀突骨大王獨立勢力叛黨,Vanilla,False
King Wutugu [[img:unit_elephant]][[/img]],兀突骨大王[[img:unit_elephant]][[/img]],兀突骨大王[[img:unit_elephant]][[/img]],Lookup,False
Kong Rong,孔融,孔融,Vanilla,False
Kong Rong Renegades,孔融乱军,孔融叛黨,Vanilla,False
Kong Rong Separatists,孔融叛党,孔融獨立勢力,Vanilla,False
Kong Rong Separatists Renegades,孔融叛党乱军,孔融獨立勢力叛黨,Vanilla,False
Kong Zhou,孔伷,孔伷,Vanilla,False
Kong Zhou Renegades,孔伷乱军,孔伷叛黨,Vanilla,False
Kong Zhou Separatists Renegades,孔伷乱军,孔伷獨立勢力叛黨,Vanilla,False
Kuaiji,会稽,會稽,Vanilla,False
Kuaiji Commandery,会稽豪强,會稽郡,Vanilla,False
Kuaiji Commandery Renegades,会稽豪强乱军,會稽郡叛黨,Vanilla,False
Kuaiji Separatist Renegades,会稽叛党乱军,會稽獨立勢力叛黨,Vanilla,False
Kuaiji Separatists,会稽叛党,會稽獨立勢力,Vanilla,False
Kuaiji Separatists Renegades,会稽叛党乱军,會稽獨立勢力叛黨,Vanilla,False
Lady Bian,卞氏,卞氏,Lookup,False
Lady Cai,蔡氏,蔡氏,Lookup,False
Lady Dong,董氏,董氏,Lookup,False
Lady Du,杜氏,杜氏,Lookup,False
Lady Feng,冯氏,馮氏,Lookup,False
Lady Liu,刘氏,劉氏,Lookup,False
Lady Mi,糜夫人,麋夫人,Lookup,False
Lady Trieu,赵妪,趙嫗,Lookup,False
Lady Trieu [[img:unit_elephant]][[/img]],赵妪[[img:unit_elephant]][[/img]],趙嫗[[img:unit_elephant]][[/img]],Lookup,False
Lady Wu,吴氏,吳氏,Lookup,False
Lady Zhen,甄夫人,甄夫人,Vanilla,False
Lady Zhurong,祝融夫人,祝融夫人,Vanilla,False
Lady Zhurong Renegades,祝融夫人乱军,祝融夫人叛黨,Vanilla,False
Lady Zhurong Separatists,祝融夫人叛党,祝融夫人獨立勢力,Vanilla,False
Lady Zhurong Separatists Renegades,祝融夫人叛党乱军,祝融夫人獨立勢力叛黨,Vanilla,False
Lady Zhurong [[img:unit_elephant]][[/img]],祝融夫人[[img:unit_elephant]][[/img]],祝融夫人[[img:unit_elephant]][[/img]],Lookup,False
Lance Cavalry,戟骑兵,長槍騎兵,Vanilla,False
Lance Cavalry Captain,戟骑兵伯长,長槍騎兵校尉,Vanilla,False
Langye,琅琊,琅邪,Vanilla,False
Langye Commandery,琅琊豪强,琅邪郡,Vanilla,False
Langye Commandery Renegades,琅琊豪强乱军,琅邪郡叛黨,Vanilla,False
Langye Commandery Separatists,琅琊豪强叛党,琅邪郡獨立勢力,Vanilla,False
Langye Commandery Separatists Renegades,琅琊豪强叛党乱军,琅邪郡獨立勢力叛黨,Vanilla,False
Langye Separatist Renegades,琅琊叛党乱军,琅邪獨立勢力叛黨,Vanilla,False
Langye Separatists,琅琊叛党,琅邪獨立勢力,Vanilla,False
Lean Commandery,乐安豪强,樂安郡,Vanilla,False
Lean Commandery Renegades,乐安豪强乱军,樂安郡叛黨,Vanilla,False
Lean Commandery Separatists,乐安豪强叛党,樂安郡獨立勢力,Vanilla,False
Lean Commandery Separatists Renegades,乐安豪强叛党乱军,樂安郡獨立勢力叛黨,Vanilla,False
Lean Separatists,乐安叛党,樂安獨立勢力,Vanilla,False
Li Ru,李儒,李儒,Vanilla,False
Li Shu,李术,李術,Vanilla,False
Li Shu Renegades,李术乱军,李術叛黨,Vanilla,False
Li Shu Separatist Renegades,李术叛党乱军,李術獨立勢力叛黨,Vanilla,False
Li Shu Separatists,李术叛党,李術獨立勢力,Vanilla,False
Liang,凉,涼,Vanilla,False
Liang Rebels,凉州叛军,涼州反抗軍,Vanilla,False
Liang Renegades,凉州叛党,涼州叛黨,Vanilla,False
Liang Separatist Renegades,凉州叛党乱军,涼州獨立勢力叛黨,Vanilla,False
Liaodong,辽东,遼東,Vanilla,False
Liaodong Renegades,辽东乱军,遼東叛黨,Vanilla,False
Liaodong Separatist Renegades,辽东叛党乱军,遼東獨立勢力叛黨,Vanilla,False
Liaodong Separatists,辽东叛党,遼東獨立勢力,Vanilla,False
Lingling,零陵,零陵,Vanilla,False
Lingling Commandery,零陵豪强,零陵郡,Vanilla,False
Lingling Commandery Renegades,零陵豪强乱军,零陵郡叛黨,Vanilla,False
Lingling Separatist Renegades,零陵叛党乱军,零陵獨立勢力叛黨,Vanilla,False
Lingling Separatists,零陵叛党,零陵獨立勢力,Vanilla,False
Lingling Separatists Renegades,零陵叛党乱军,零陵獨立勢力叛黨,Vanilla,False
Linhai Commandery,临海豪强,臨海郡,Vanilla,False
Linhai Commandery Renegades,临海豪强乱军,臨海郡叛黨,Vanilla,False
Linhai Separatists,临海叛党,臨海獨立勢力,Vanilla,False
Linhai Separatists Renegades,临海叛党乱军,臨海獨立勢力叛黨,Vanilla,False
Liu Bei,刘备,劉備,Vanilla,False
Liu Bei Renegades,刘备乱军,劉備叛黨,Vanilla,False
Liu Bei Separatists,刘备叛党,劉備獨立勢力,Vanilla,False
Liu Bei Separatists Renegades,刘备乱军,劉備獨立勢力叛黨,Vanilla,False
Liu Biao,刘表,劉表,Vanilla,False
Liu Biao Renegades,刘表乱军,劉表叛黨,Vanilla,False
Liu Biao Separatists,刘表叛党,劉表獨立勢力,Vanilla,False
Liu Biao Separatists Renegades,刘表叛党乱军,劉表獨立勢力叛黨,Vanilla,False
Liu Chong,刘宠,劉寵,Vanilla,False
Liu Dai,刘岱,劉岱,Vanilla,False
Liu Dai Renegades,刘岱乱军,劉岱叛黨,Vanilla,False
Liu Dai Separatists,刘岱叛党,劉岱獨立勢力,Vanilla,False
Liu Dai Separatists Renegades,刘岱乱军,劉岱獨立勢力叛黨,Vanilla,False
Liu Feng,刘封,劉封,Lookup,False
Liu Hong,刘宏,劉洪,Vanilla,False
Liu Hong Renegades,刘宏乱军,劉洪叛黨,Vanilla,False
Liu Hong Separatist Renegades,刘宏叛党乱军,劉洪獨立勢力叛黨,Vanilla,False
Liu Hong Separatists,刘宏叛党,劉洪獨立勢力,Vanilla,False
Liu Xun,刘勋,劉勳,Vanilla,False
Liu Xun Renegades,刘勋乱军,劉勳叛黨,Vanilla,False
Liu Xun Separatist Renegades,刘勋叛党乱军,劉勳獨立勢力叛黨,Vanilla,False
Liu Xun Separatists,刘勋叛党,劉勳獨立勢力,Vanilla,False
Liu Yan,刘焉,劉焉,Vanilla,False
Liu Yan Renegades,刘焉乱军,劉焉叛黨,Vanilla,False
Liu Yan Separatists,刘焉叛党,劉焉獨立勢力,Vanilla,False
Liu Yan Separatists Renegades,刘焉乱军,劉焉獨立勢力叛黨,Vanilla,False
Liu Yao,刘繇,劉繇,Vanilla,False
Liu Yao Renegades,刘繇乱军,劉繇叛黨,Vanilla,False
Liu Yao Separatists,刘繇叛党,劉繇獨立勢力,Vanilla,False
Liu Yao Separatists Renegades,刘繇乱军,劉繇獨立勢力叛黨,Vanilla,False
Liu Yu,刘虞,劉虞,Vanilla,False
Liu Yu Renegades,刘虞乱军,劉虞叛黨,Vanilla,False
Liu Yu Separatists,刘虞叛党,劉虞獨立勢力,Vanilla,False
Liu Yu Separatists Renegades,刘虞乱军,劉虞獨立勢力叛黨,Vanilla,False
Liu Zhang,刘璋,劉璋,Vanilla,False
Liyang Daring Infantry,黎阳死士,黎陽死士步兵,Vanilla,False
Looters,掳掠者,劫匪,Vanilla,False
Lu,鲁,魯,Vanilla,False
Lu Bu,吕布,呂布,Lookup,False
Lu Kang,陆康,陸康,Vanilla,False
Lu Kang Renegades,陆康乱军,陸康叛黨,Vanilla,False
Lu Kang Separatist Renegades,陆康叛党乱军,陸康獨立勢力叛黨,Vanilla,False
Lu Kang Separatists,陆康叛党,陸康獨立勢力,Vanilla,False
Lu Separatists,鲁叛党,魯獨立勢力,Vanilla,False
Lu Su,鲁肃,魯肅,Lookup,False
Lu Zheng,陆政,陸政,Lookup,False
Lu Zhi,卢植,盧植,Vanilla,False
Lu Zhi Renegades,卢植乱军,盧植叛黨,Vanilla,False
Lu Zhi Separatist Renegades,卢植叛党乱军,盧植獨立勢力叛黨,Vanilla,False
Lu Zhi Separatists,卢植叛党,盧植獨立勢力,Vanilla,False
Lujiang Commandery,庐江豪强,廬江郡,Vanilla,False
Lujiang Commandery Renegades,庐江豪强乱军,廬江郡叛黨,Vanilla,False
Lujiang Commandery Separatists,庐江豪强叛党,廬江郡獨立勢力,Vanilla,False
Lujiang Commandery Separatists Renegades,庐江豪强叛党乱军,廬江郡獨立勢力叛黨,Vanilla,False
Lujiang Separatist Renegades,庐江叛党乱军,廬江獨立勢力叛黨,Vanilla,False
Lujiang Separatists,庐江叛党,廬江獨立勢力,Vanilla,False
Luling Commandery,庐陵豪强,廬陵郡,Vanilla,False
Luling Commandery Renegades,庐陵豪强乱军,廬陵郡叛黨,Vanilla,False
Luling Separatist Renegades,庐陵叛党乱军,廬陵獨立勢力叛黨,Vanilla,False
Luling Separatists,庐陵叛党,廬陵獨立勢力,Vanilla,False
Luling Separatists Renegades,庐陵叛党乱军,廬陵獨立勢力叛黨,Vanilla,False
Luo Jun,骆俊,駱俊,Lookup,False
Luoyang Commandery,洛阳豪强,洛陽郡,Vanilla,False
Luoyang Commandery Renegades,洛阳豪强乱军,洛陽郡叛黨,Vanilla,False
Luoyang Commandery Separatists,洛阳豪强叛党,洛陽郡獨立勢力,Vanilla,False
Luoyang Commandery Separatists Renegades,洛阳豪强叛党乱军,洛陽郡獨立勢力叛黨,Vanilla,False
Luoyang Separatist Renegades,洛阳叛党乱军,洛陽獨立勢力叛黨,Vanilla,False
Luoyang Separatists,洛阳叛党,洛陽獨立勢力,Vanilla,False
Lü Bu,吕布,呂布,Vanilla,False
Lü Bu Renegades,吕布乱军,呂布叛黨,Vanilla,False
Lü Bu Separatist Renegades,吕布叛党乱军,呂布獨立勢力叛黨,Vanilla,False
Lü Bu Separatists,吕布叛党,呂布獨立勢力,Vanilla,False
Lü Ji,吕姬,呂姬,Lookup,False
Ma Chao,马超,馬超,Vanilla,False
Ma Teng,马腾,馬騰,Vanilla,False
Ma Teng Renegades,马腾乱军,馬騰叛黨,Vanilla,False
Ma Teng Separatists,马腾叛党,馬騰獨立勢力,Vanilla,False
Ma Teng Separatists Renegades,马腾叛党乱军,馬騰獨立勢力叛黨,Vanilla,False
Ma Yunlu,马云禄,馬雲騄,Lookup,False
Mangyachang,忙牙长,忙牙長,Vanilla,False
Mangyachang Renegades,忙牙长乱军,忙牙長叛黨,Vanilla,False
Mangyachang Separatists,忙牙长叛党,忙牙長獨立勢力,Vanilla,False
Mangyachang Separatists Renegades,忙牙长叛党乱军,忙牙長獨立勢力叛黨,Vanilla,False
Men of the Forest,深林军,森林之師,Vanilla,False
Meng Huo,孟获,孟獲,Vanilla,False
Meng Huo Renegades,孟获乱军,孟獲叛黨,Vanilla,False
Meng Huo Separatists,孟获叛党,孟獲獨立勢力,Vanilla,False
Meng Huo Separatists Renegades,孟获叛党乱军,孟獲獨立勢力叛黨,Vanilla,False
Mercenary Archers,雇佣弓箭手,僱傭弓兵,Vanilla,False
Mercenary Archers Captain,雇佣弓箭手伯长,僱傭弓兵校尉,Vanilla,False
Mercenary Cavalry,雇佣骑兵,僱傭騎兵,Vanilla,False
Mercenary Cavalry Captain,雇佣骑兵伯长,僱傭騎兵校尉,Vanilla,False
Mercenary Infantry,雇佣步兵,僱傭步兵,Vanilla,False
Mercenary Infantry Captain,雇佣步兵伯长,僱傭步兵校尉,Vanilla,False
Messengers of Heaven,天命谕使,天道使者,Vanilla,False
Might of the Valley,五溪蛮兵,五谿豪傑,Vanilla,False
Militia of Virtue,贞义兵,修德義勇,Vanilla,False
Mounted Archers,骑乘弓箭手,弓騎兵,Vanilla,False
Mounted Crossbows,弩骑兵,弩騎兵,Vanilla,False
Mounted Lancer Defectors,变节戟骑兵,持槍叛逃騎兵,Vanilla,False
Mounted Lancer Militia,骑乘持戟民兵,義勇長槍騎兵,Vanilla,False
Mounted Sabre Defectors,变节持刀骑兵,持刀叛逃騎兵,Vanilla,False
Mounted Sabre Militia,骑乘持刀民兵,義勇刀騎兵,Vanilla,False
Multiple Bolt Crossbow,连发巨弩,車弩,Vanilla,False
Nan,南郡,南郡,Vanilla,False
Nan Commandery,南郡豪强,南郡,Vanilla,False
Nan Commandery Renegades,南郡豪强乱军,南郡叛黨,Vanilla,False
Nan Commandery Separatists,南郡豪强叛党,南郡獨立勢力,Vanilla,False
Nan Commandery Separatists Renegades,南郡豪强叛党乱军,南郡獨立勢力叛黨,Vanilla,False
Nan Separatists,南郡叛党,南獨立勢力,Vanilla,False
Nanhai,南海,南海,Vanilla,False
Nanhai Commandery,南海豪强,南海郡,Vanilla,False
Nanhai Commandery Renegades,南海豪强乱军,南海郡叛黨,Vanilla,False
Nanhai Separatist Renegades,南海叛党乱军,南海獨立勢力叛黨,Vanilla,False
Nanhai Separatists,南海叛党,南海獨立勢力,Vanilla,False
Nanhai Separatists Renegades,南海叛党乱军,南海獨立勢力叛黨,Vanilla,False
Nanman Rebels,南蛮叛军,南蠻叛軍,Vanilla,False
Nanman Slingers,南蛮投石兵,南蠻投石兵,Vanilla,False
Nanman Spearmen,南蛮矛兵,南蠻長槍兵,Vanilla,False
Nanman Warriors,南蛮战士,南蠻戰士,Vanilla,False
Nanman Warriors Captain,南蛮勇士,南蠻戰士校尉,Vanilla,False
Nanyang,南阳,南陽,Vanilla,False
Nanyang Commandery,南阳豪强,南陽郡,Vanilla,False
Nanyang Commandery Renegades,南阳豪强乱军,南陽郡叛黨,Vanilla,False
Nanyang Commandery Separatists,南阳豪强叛党,南陽郡獨立勢力,Vanilla,False
Nanyang Commandery Separatists Renegades,南阳豪强叛党乱军,南陽郡獨立勢力叛黨,Vanilla,False
Nanyang Separatist Renegades,南阳叛党乱军,南陽獨立勢力叛黨,Vanilla,False
Nanyang Separatists,南阳叛党,南陽獨立勢力,Vanilla,False
Nanzhong Champions,南中精锐,南中鬥士,Vanilla,False
Nanzhong Elephants,南中象兵,南中象兵,Vanilla,False
Nanzhong Spearmen,南中矛兵,南中長槍兵,Vanilla,False
Nie,聂,聶,Vanilla,False
Nie Separatists,涅叛党,聶獨立勢力,Vanilla,False
Noble Rebels,士族叛军,官員叛軍,Vanilla,False
Northern Ji Infantry,北军戟步兵,北軍戟兵,Vanilla,False
Northern Ji Infantry Captain,北军戟步兵伯长,北軍戟兵校尉,Vanilla,False
Northern Jian'an,北建安,北建安,Vanilla,False
Northern Jian'an Commandery,北建安豪强,北建安郡,Vanilla,False
Northern Jian'an Commandery Renegades,北建安豪强乱军,北建安郡叛黨,Vanilla,False
Northern Jian'an Separatists,北建安叛党,北建安獨立勢力,Vanilla,False
Northern Jian'an Separatists Renegades,北建安叛党乱军,北建安獨立勢力叛黨,Vanilla,False
Northern Lancer Cavalry,北军戟骑兵,北軍槍騎,Vanilla,False
Northern Lancer Cavalry Captain,北军戟骑伯长,北軍槍騎校尉,Vanilla,False
Northern Mounted Archers,北军胡骑,北軍弓騎兵,Vanilla,False
